PMP,CATEGORÍA,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,Nuevo NIC (Transición),FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,FP,PLANILLA MINSAL (LPF),SITUACIÓN (LPF),ESTADO,FORMATO PROTOCOLO (NICOLE),N° GS (NICOLE),FECHA (NICOLE),OBSERVACIÓN MANTENIMIENTO,FECHA REPROGRAMACIÓN,OBERVACIÓN PROGRAMACIÓN,MEMORANDO A CALIDAD,,,,,
2025-1,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119255,MM178-18,MM178-18,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 16,23-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119262,MM179-18,MM179-18,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 16,23-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119267,MM180-18,MM180-18,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 15,23-04-2025,"Sin cable de poder, equipo operativo",,,,,,,,
2025-1,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119269,MM181-18,MM181-18,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 16,23-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT - UROLOGIA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119263,MM182-18,MM182-18,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 15,23-04-2025,"Requiere reemplazo de cable de poder, equipo operativo",,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,7547,MM183-14,MM183-14,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 20,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1274,MM184-12,MM184-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1275,MM185-12,MM185-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1276,MM186-12,MM186-12,2,EXTERNO,TDM,5-mayo,NO,NE - SUGERIDO A LA BAJA,6. CERRADO,,TDM 23,29-05-2025,Equipo se encuentra en ST ,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1277,MM187-12,MM187-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1278,MM188-12,MM188-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,15-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1279,MM189-12,MM189-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1280,MM190-12,MM190-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1312,MM191-12,MM191-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1313,MM192-12,MM192-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 23,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1314,MM193-12,MM193-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,16-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1315,MM194-12,MM194-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,16-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1316,MM195-12,MM195-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,7395,MM196-14,MM196-14,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,7489,MM197-14,MM197-14,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 19,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,SALUD MENTAL,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507126,MM198-16,MM198-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM ,21-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,SALUD MENTAL,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507132,MM199-16,MM199-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,21-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,SALUD MENTAL,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507133,MM200-16,MM200-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,21-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,SALUD MENTAL,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507136,MM201-16,MM201-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,21-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865592,MM202-12,MM202-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 19,13-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865579,MM203-12,MM203-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,14 mayo,Equipo operativo con observaciones,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865584,MM204-12,MM204-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 20,13 mayo,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865605,MM205-12,MM205-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 21,14 mayo,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865626,MM206-12,MM206-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 21,12 mayo,Equipo operativo con observaciones,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865628,MM207-12,MM207-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,13 mayo,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865637,MM208-12,MM208-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 19,12-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865638,MM209-12,MM209-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 20,13-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865639,MM210-12,MM210-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,14-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865642,MM211-12,MM211-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 16,13-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865593,MM212-12,MM212-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,13-5-2025,Equipo operativo con observaciones,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865613,MM213-12,MM213-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,14-05-2025,Equipo operativo con observaciones,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865617,MM214-12,MM214-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,14 mayo,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865640,MM215-12,MM215-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 20,13 mayo,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865643,MM216-12,MM216-12,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 21,13 mayo,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54508853,MM217-16,MM217-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 23,06-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54508855,MM218-16,MM218-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 24,6-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54508854,MM219-16,MM219-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 21,08-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54508856,MM220-16,MM220-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 22,7-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MX450,DE35118661,MM221-15,MM221-15,2,EXTERNO,TDM,5-mayo,NO,NE - SUGERIDO A LA BAJA,6. CERRADO,FÍSICO,TDM 21,28-05-2025,Equipo NO OPERATIVO,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117937,MM222-16,MM222-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 21,5-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117945,MM223-16,MM223-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 16,27-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117952,MM224-16,MM224-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,06-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117965,MM225-16,MM225-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,27-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117976,MM226-16,MM226-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,6-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507102,MM227-16,MM227-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 20,06-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507105,MM228-16,MM228-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,5-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507113,MM229-16,MM229-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,07-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507104,MM230-16,MM230-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 21,05-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507116,MM231-16,MM231-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 21,22-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507107,MM232-16,MM232-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,29-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507134,MM233-16,MM233-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM ,07-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507127,MM234-16,MM234-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,14-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507130,MM235-16,MM235-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,8-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507110,MM236-16,MM236-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,07-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507111,MM237-16,MM237-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,07-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507129,MM238-16,MM238-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,15-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507108,MM239-16,MM239-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,06-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507117,MM240-16,MM240-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,22-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507103,MM241-16,MM241-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,7 mayo,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507119,MM242-16,MM242-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 16,08-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507115,MM243-16,MM243-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,28-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507118,MM244-16,MM244-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,28-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507112,MM245-16,MM245-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,06-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507109,MM246-16,MM246-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,15-05-2025,Equipo operativo con observaciones,,,,,,,,
2025-1,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507106,MM247-16,MM247-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,22-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117264,MM248-16,MM248-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 18,8-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117939,MM249-16,MM249-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,28-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117941,MM250-16,MM250-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 19,22-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117959,MM251-16,MM251-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 19,08-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507120,MM252-16,MM252-16,2,EXTERNO,TDM,5-mayo,NO,EJECUTADO,6. CERRADO,FÍSICO,TDM 17,08-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117953,MM253-16,MM253-16,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6422,16-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117962,MM254-16,MM254-16,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6552,22-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117982,MM255-16,MM255-16,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6559,24-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT - DIALISIS,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,118023,MM256-16,MM256-16,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6597,6-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT - DOLOR,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,118000,MM257-16,MM257-16,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6420,16-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT - PATOLOGIA MAMARIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117970,MM258-16,MM258-16,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6534,19-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT - REUMATOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,118005,MM259-16,MM259-16,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6532,20-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,CIRUGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102904,MM260-12,MM260-12,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6599,12-05-2025,Equipo operativo (Sin cable ECG),,,,,,,,
2025-1,EC,CIRUGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102878,MM261-12,MM261-12,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6535,12-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,UROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102901,MM266-12,MM266-12,2,INTERNO,EEMM,5-mayo,NO,EJECUTADO,6. CERRADO,DIGITAL,6501,14-05-2025,Equipo operativo (Se instala cable de poder y mango PANI),,,,,,,,
