RESPONSABLE CATASTRO,FECHA,SERVICIO CLÍNICO,RECINTO (SECTOR),RECINTO,CLASE,SUBCLASE,NOMBRE EQUIPO,SUB EQUIPO,MARCA,MODELO,SERIE,N° INVENTARIO,NIC,AÑO DE ADQUISICIÓN,ORIGEN,COSTO,PROPIO / ARRIENDO / COMODATO,ESTADO (BUENO / REGULAR / MALO / BAJA),GESTIÓN AMBIENTAL,PMP,CRÍTICO/ RELEVANTE / IM≥12 / NO APLICA,APLICA LICITACIÓN,OBSERVACIÓN
ALEXANDRA,27-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,Pasillo,Apoyo Quirúrgico,Alto Costo,Torre 2 videolaparoscopía,Fuente de luz,STORZ,POWER LED 175,YT11176,306MM1P006174,,,,,PROPIO,BUENO,100w,,IM>12,,
ALEXANDRA,27-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,pasillo,Apoyo Quirúrgico,Alto Costo,Torre 2 videolaparoscopía,Insuflador,STORZ,THERMOFLATO,WR24828,306MM1P006196,,,,,PROPIO,BUENO,20W,,IM>12,,
HERMAN,26-07-2024,CDT - ENDOSCOPIA,1ER PISO ENDOSCOPIA,ENDOSCOPIA,Apoyo Endoscópico,Alto Costo,Videopanendoscopio,,FUJINON,EG-600WR,9G391K274,NO ENCONTRADO,,2022,,,PROPIO,BUENO,NA,,RELEVANTE,,
HERMAN,18-03-2024,CDT - FARMACIA,1ER PISO CDT,farmacia cdt,Laboratorio/Farmac,Alto Costo,Kardex vertical sys120-14-12,,GRIFOLS,SYS 120-14-12,07011147/001,NO ENCONTRADO,,2009,,,PROPIO,BUENO,500VA,,NO APLICA,,
HERMAN,18-03-2024,CDT - FARMACIA,1ER PISO,Zona refrigeradores,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,MELNG,YC-395L,200433999,NO ENCONTRADO,,2023,,,PROPIO,BUENO,2500W,,NO APLICA,,
HERMAN,18-03-2024,CDT - FARMACIA,1ER PISO,Zona refrigeradores,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,PITEC,REF-38,6031,306B1P1083-3551,,,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,18-03-2024,CDT - FARMACIA,1ER PISO,Zona refrigeradores,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,PITEC,REF-38,6033,NO ENCONTRADO,,,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,18-03-2024,CDT - FARMACIA,1ER PISO,Zona refrigeradores,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,PITEC,REF-38,6770,NO ENCONTRADO,,2023,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,18-03-2024,CDT - FARMACIA,1ER PISO,Zona refrigeradores,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,PITEC,REF-38,6956,NO ENCONTRADO,,2023,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,18-03-2024,CDT - FARMACIA,1ER PISO,Zona refrigeradores,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,PITEC,REF-38,7118,NO ENCONTRADO,,2023,,,PROPIO,BUENO,200W,,NO APLICA,,
ISAIAS,20-02-2024,CDT - POLI DERMATOLOGÍA,BOX DERMATOLOGIA,U2030,Mobiliario,Clínico,Camilla de transporte,,STRYKER,TRANSPORT STRETCHER,1608036949,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,02-02-2024,CIRUGIA,Cirugía 6to,TN6097,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,BERCHTOLD,D300,5738170 / T42736,306TN6P609704318,,2013,,,PROPIO,BUENO,70 VA,,IM>12,Ampolletas,
HERMAN,30-01-2024,GINECOLOGIA Y OBSTETRICIA,Maternidad 7mo,TN7097,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,BERCHTOLD,D300,5738170 / T42737,NO TIENE,,2013,,,PROPIO,BUENO,70 VA,,IM>12,Ampolletas,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOX 3,Apoyo Diagnóstico,Mediano Costo,Lámpara de procedimientos,,WELCH ALLYN,G5300,131513,NO ENCONTRADO,,,,,PROPIO,BUENO,26 VA,,IM>12,Ampolletas,
ISAIAS,19-02-2024,CDT - POLI DERMATOLOGÍA,BOX DERMATOLOGIA,U2026,Mobiliario,Clínico,Mesa ginecologica,,RITTER,204-002,V1764000,306U2P20266633,,,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
ISAIAS,19-02-2024,CDT - POLI DERMATOLOGÍA,BOX DERMATOLOGIA,U2027,Imagenología,Bajo Costo,Negatoscopio,,UMF MEDICAL,5250,143399-0002,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ISAIAS,20-02-2024,CDT - POLI DERMATOLOGÍA,BOX DERMATOLOGIA,U2030,Imagenología,Bajo Costo,Negatoscopio,,ARQUIMED,MST-PB,201512078,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ISAIAS,20-02-2024,CDT - POLI DERMATOLOGÍA,BOX DERMATOLOGIA,U2030,Auxiliar,Mediano Costo,Sierra vibratil,,TITTLINGEN,D-78532,72294000230,306U2P20430017143,,,,,PROPIO,BUENO,400W,,NO APLICA,,
ALEXANDRA,19-02-2024,CDT - POLI TRAUMATOLOGIA,2DO PISO CDT,U2038 - INGRESO TRAUMATOLOGIA,Apoyo Diagnóstico,Bajo Costo,Balanza adulto,,SECA,213,10000001155896,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,19-02-2024,CDT - POLI TRAUMATOLOGIA,BOX,U2066,Apoyo Diagnóstico,Bajo Costo,Balanza adulto,,ADE,MZ10023 / M304641-01,16299-0000745,306U2P20476888,,2016,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,INGRESO TRAUMATOLOGIA,U2038,Apoyo Diagnóstico,Bajo Costo,Balanza de mesa,,,,20230504410F,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX YESO,U2043,Apoyo Quirúrgico,Bajo Costo,Bomba aspiración universal,,MEDIAIR,SUB01-A16,141007157,NO ENCONTRADO,,,,,PROPIO,BUENO,48W,,NO APLICA,,
ALEXANDRA,19-02-2024,CDT - POLI TRAUMATOLOGIA,BOX,U2066,Mobiliario,Clínico,Camilla de transporte,,STRYKER,TRANSPORT STRETCHER,1608036947,NO ENCONTRADO,,,,,PROPIO,OPERATIVO CON PROBLEMAS,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 4,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,WELCH ALLYN,GS300,110914,NO ENCONTRADO,,,,,PROPIO,BUENO,26 VA,,IM>12,Ampolletas,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,TN5096,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,BERCHTOLD,D300,5738170 / R41221,306TN5P509603450,,2013,,,PROPIO,BUENO,70 VA,,IM>12,Ampolletas,
HERMAN,13-02-2024,NEONATOLOGIA,Neo 1ro,UCI,Apoyo Terapéutico,Mediano Costo,Lámpara de procedimientos,,HALUX,505X,1211,NO REGISTRADO,,,,,PROPIO,BUENO,230 VA,,IM>12,Ampolletas,
ALEXANDRA,19-02-2024,CDT - POLI TRAUMATOLOGIA,BOX TRAUMATOLOGIA,U2031,Imagenología,Bajo Costo,Negatoscopio,,KONEX,3 CORPOS BRANCO,87,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX TRAUMATOLOGIA,U2034,Imagenología,Bajo Costo,Negatoscopio,,KONEX,3 CORPOS BRANCO,89,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,INGRESO TRAUMATOLOGIA,U2038,Laboratorio/Farmac,Alto Costo,Refrigerador clínico,,,CRC08ABDWC,JB4357902,NO ENCONTRADO,,,,,PROPIO,BUENO,2000W,,NO APLICA,,
ALEXANDRA,15-02-2024,CDT - POLI TRAUMATOLOGIA,2DO PISO CDT,U2050,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,ANTECH,MPR-360,G2105000202MPR-360,NO REGISTRADO,,2021,,,PROPIO,BUENO,228W,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX YESO,U2043,Auxiliar,Mediano Costo,Sierra vibratil,,AMERICAN ORTHOPAEDIC,0295-201,1059,NO ENCONTRADO,,,,,PROPIO,BUENO,400W,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX YESO,U2043,Auxiliar,Mediano Costo,Sierra vibratil,,AS MEDIZINTECHNIK,SATTASTRASSE 15,11280,NO ENCONTRADO,,,,,PROPIO,BUENO,400W,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX YESO,U2043,Auxiliar,Mediano Costo,Sierra vibratil,,ELEKTRONIK POWER,24008-01,2689,NO ENCONTRADO,,,,,PROPIO,BUENO,400W,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX YESO,U2043,Auxiliar,Mediano Costo,Sierra vibratil,,ELEKTRONIK POWER,24008-01,2692,NO ENCONTRADO,,,,,PROPIO,BUENO,400W,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX YESO,U2043,Auxiliar,Mediano Costo,Sierra vibratil,,RUDOLF MEDICAL,6220-20,31029981,NO ENCONTRADO,,,,,PROPIO,BUENO,400W,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX YESO,U2043,Auxiliar,Mediano Costo,Sierra vibratil,,ELECTRO POWER,A8,48-100-00,NO ENCONTRADO,,,,,PROPIO,BUENO,400W,,NO APLICA,,
ALEXANDRA,20-02-2024,CDT - POLI TRAUMATOLOGIA,BOX YESO,U2043,Auxiliar,Mediano Costo,Sierra vibratil,,TIGER,40.50.82,5368,NO ENCONTRADO,,,,,PROPIO,BUENO,400W,,NO APLICA,,
HERMAN,20-03-2024,CDT - POLICLINICO BRONCOPULMONAR,CDT 2DO PISO,CDT BRONCOPULMONAR,Apoyo Diagnóstico,Bajo Costo,Balanza adulto,,ADE,MZ10023 / M304641-01,16299-0001020,NO ENCONTRADO,,2016,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,CDT - POLICLINICO BRONCOPULMONAR,CDT 2DO PISO,CDT BRONCOPULMONAR,Apoyo Diagnóstico,Bajo Costo,Medidor de colesterol y glucosa,,,CARDIOCHEK,6128531,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,CDT - POLICLINICO BRONCOPULMONAR,CDT 2DO PISO,CDT BRONCOPULMONAR,Apoyo Diagnóstico,Bajo Costo,Medidor pani,,,HK-802,802AF03100000159,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,CDT - POLICLINICO BRONCOPULMONAR,CDT 2DO PISO,CDT BRONCOPULMONAR,Apoyo Diagnóstico,Alto Costo,Test de sudor,,WESCOR,3700,3700175952,NO ENCONTRADO,,,,,PROPIO,BUENO,75 VA,,NO APLICA,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Bajo Costo,Balanza con tallimetro,,SECA,PRECISION,5769183173690,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Quirúrgico,Bajo Costo,Bomba aspiración universal,,GORTEX,AS200,6864,NO ENCONTRADO,,,,,PROPIO,BUENO,48W,,NO APLICA,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Mobiliario,Clínico,Estación de trabajo holter,,HP,E004LA,8CC8021208,NO ENCONTRADO,,2018,,,PROPIO,OPERATIVO CON PROBLEMAS,100W,,NO APLICA,,
HERMAN,20-08-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Bajo Costo,Holter de presión,,SCHILLER,BR-102 PLUS,29307708,NO ENCONTRADO,,2018,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-08-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Bajo Costo,Holter de presión,,SCHILLER,BR-102 PLUS,29307716,NO ENCONTRADO,,2018,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-08-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Bajo Costo,Holter de presión,,SCHILLER,BR-102 PLUS,29307721,NO ENCONTRADO,,2018,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-08-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Bajo Costo,Holter de presión,,SCHILLER,BR-102 PLUS,29307728,NO ENCONTRADO,,2018,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Mediano Costo,Holter ecg,,NORTHEAST MONITORING,DR200/HE,29412,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Mediano Costo,Holter ecg,,NORTHEAST MONITORING,DR200/HE,29693,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Mediano Costo,Holter ecg,,NORTHEAST MONITORING,DR200/HE,29725,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Mediano Costo,Holter ecg,,NORTHEAST MONITORING,DR200/HE,29824,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Alto Costo,Modulo trigger,,WELCH ALLYN,30012-024-51,122500002016,NO ENCONTRADO,,2023,DONACIÓN FEDES,0,PROPIO,BUENO,NA,,NO APLICA,,DONACIÓN FEDES
HERMAN,24-06-2024,CDT - POLICLINICO DE MEDICINA,4to PISO CDT,BOX 4,Laboratorio/Farmac,Mediano Costo,Analizador de coagulación,,ROCHE,COAGUCHEK PRO II,UU00064223,NO ENCONTRADO,,,,,COMODATO,BUENO,120W,,RELEVANTE,,
HERMAN,24-06-2024,CDT - POLICLINICO DE MEDICINA,1ER PISO - CDT,BOX 6,Apoyo Diagnóstico,Bajo Costo,Medidor pani,,WELCH ALLYN,PROBP 3400 SERIES,SIN SERIE 14,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
Iliam,24-06-2024,CDT - POLICLINICO DE MEDICINA,8vo PISO CDT,BOX N2,Mobiliario,Alto Costo,Monitor pani con spo2,,NORTHERN,AQUIARIUS,G1119266,NO ENCONTRADO,,2018,,,PROPIO,BUENO,70 VA,,CRÍTICO,"Accesorios, Baterias",
HERMAN,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Bajo Costo,Balanza con tallimetro,,SECA,PRECISION,5769353172152,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,06-08-2025,CDT - POLICLINICO DE OFTALMOLOGIA,1ER PISO CDT,D3 SALA DE PROCEDIMIENTOS BOX 3,Apoyo Diagnóstico,Mediano Costo,Proyector Optotipos,,H2A,Elite,AHA20273,,,2023,,,PROPIO,BUENO,,,,,
HERMAN,05-08-2025,CDT - POLICLINICO DE OFTALMOLOGIA,1ER PISO CDT,D3 SALA DE PROCEDIMIENTOS BOX 5,Apoyo Diagnóstico,Mediano Costo,Proyector Optotipos,,HUVITZ,HCP-7000,7PC00C24G0003,,,2025,,,PROPIO,BUENO,,,,,
HERMAN,18-06-2024,CDT - POLICLINICO DE OFTALMOLOGIA,,,Apoyo Diagnóstico,Mediano Costo,Proyector optotipos,,TOPCOM,ACP-8,154611,NO ENCONTRADO,,,,,PROPIO,BAJA SUGERIDA (YA REPUESTO),80 VA,,NO APLICA,ampolletas,
Iliam,18-06-2024,CDT - POLICLINICO DE OFTALMOLOGIA,,,Apoyo Diagnóstico,Mediano Costo,Proyector optotipos,,TAKAGI,MT-325UD,908538,CP-5332,,,,,PROPIO,BAJA SUGERIDA (YA REPUESTO),80 VA,,NO APLICA,ampolletas,
HERMAN,13-02-2024,NEONATOLOGIA,Neo 1ro,Sala de transferencia de recién nacido,Apoyo Terapéutico,Mediano Costo,Lámpara de procedimientos,,MINDRAY,HYLED 600,41-880000272,NO REGISTRADO,,2018,,,PROPIO,BUENO,65W,,IM>12,Ampolletas,
HERMAN,01-02-2024,NEUROCIRUGIA/NEUROLOGIA,5TO PISO - ALA SUR,TN5023,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,BERCHTOLD,D300,5738170 / R41219,306TN4P402602622,,2013,,,PROPIO,BUENO,70 VA,,IM>12,Ampolletas,
HERMAN,23-02-2024,PABELLÓN CENTRAL,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Mediano Costo,Lámpara de procedimientos,,ALM,PRISMALIX,ON 039252,NO ENCONTRADO,,,,,PROPIO,BUENO,24 V,,IM>12,Ampolletas,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,P1012,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,MINDRAY,HYLED 600,50-91000063,NO REGISTRADO,,2019,,,PROPIO,BUENO,65W,,IM>12,Ampolletas,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,BERCHTOLD,D300,5738170 / R41215,306TN3P309201871,,2013,,,PROPIO,BUENO,70 VA,,IM>12,Ampolletas,
Iliam,18-06-2024,CDT - POLICLINICO DE OFTALMOLOGIA,1ER PISO CDT,SALA DE PROCEDIMIENTOS BOX 7,Apoyo Diagnóstico,Mediano Costo,Proyector optotipos,,NIDEK,CP-690,CP-690,CP-690,,,,,PROPIO,BUENO,80 VA,,NO APLICA,ampolletas,
HERMAN,05-08-2025,CDT - POLICLINICO DE OFTALMOLOGIA,1ER PISO CDT,D3 SALA DE PROCEDIMIENTOS BOX 4,Apoyo Diagnóstico,Mediano Costo,Tomógrafo de coherencia óptica (OCT),,HEIDELBERG ENGINEERING,SPECRALIS-OCT,SPEC-KT-10927,,,,,,PROPIO,BUENO,,,,,
Iliam,18-06-2024,CDT - POLICLINICO DE OFTALMOLOGIA,1ER PISO CDT,SALA DE PROCEDIMIENTOS BOX 1,Apoyo Diagnóstico,Alto Costo,Tonómetro de aire,,HUVITZ,HRK-1,1NT00P18F0004,NO ENCONTRADO,,2019,,,PROPIO,BUENO,50w,,IM>12,,
HERMAN,20-02-2024,DENTAL,2DO PISO DENTAL,C222,Odontología,Alto Costo,Carro trimodular,,DABI ATLANTE,1474815,500000565131,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-02-2024,DENTAL,2DO PISO DENTAL,C222,Odontología,Alto Costo,Impresora dryview cs 5700,,CARESTREAM,K5802-2567,6559355,306C2P2236253,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-02-2024,DENTAL,BOX DENTAL,U2062,Odontología,Bajo Costo,Lámpara de fotocurado led,,,,932125021234,306C2P2066276,,,,,PROPIO,BUENO,50W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,CENTURION EXCEL,051543B,80904,NO REGISTRADO,,,,,PROPIO,BUENO,50/60Hz,,IM>12,Ampolletas,
ALEXANDRA,15-02-2024,QUIMIOTERAPIA AMBULATORIA ,2DO PISO CDT,U2044 - SALA DE PROCEDIMIENTOS,Apoyo Diagnóstico,Mediano Costo,Lámpara de procedimientos,,PROVITA,L511120A,1608006,306U2P20446886,,,,,PROPIO,BUENO,26 VA,,IM>12,Ampolletas,
HERMAN,06-02-2024,TRAUMATOLOGIA,Traumatología 3ro,TN3024,Apoyo Quirúrgico,Mediano Costo,Lámpara de procedimientos,,BERCHTOLD,D300,5738170 / R41216,306TN3P302401870,,2013,,,PROPIO,BUENO,70 VA,,IM>12,Ampolletas,
HERMAN,06-08-2024,DENTAL,2DO PISO DENTAL,C222,Odontología,Bajo Costo,Lector de placas,,DURR DENTAL,VISTA SCAN MINI VIEW,K388409007,NO ENCONTRADO,,2018,,,PROPIO,BUENO,30W,,NO APLICA,,
HERMAN,23-06-2025,DENTAL,2DO PISO DENTAL,C222,Odontología,Bajo Costo,Lector de placas,,DURR DENTAL,VISTA SCAN MINI VIEW,K387390060,,,2018,,,PROPIO,BUENO,30W,,NO APLICA,,
HERMAN,19-02-2024,DENTAL,BOX DENTAL,U2062,Odontología,Mediano Costo,Motor dental de sobremesa laboratorio,,NSK,VOLVERE I7,05x00739,306U2P20626912,,2016,,,PROPIO,BUENO,80W,,NO APLICA,,
HERMAN,20-02-2024,DENTAL,2DO PISO CDT,C214,Imagenología,Bajo Costo,Negatoscopio,,,,CP-2101,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-02-2024,DENTAL,2DO PISO DENTAL,C222,Odontología,Bajo Costo,Rx dental,,DURR DENTAL,VISTALNTRA DC,K2044401850,NO ENCONTRADO,,,,,PROPIO,BUENO,750 VA,,NO APLICA,,
ISAIAS,19-02-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,SALA DE PROCEDIMIENTOS,U2025,Apoyo Quirúrgico,Bajo Costo,Bomba aspiración quirúrgica,,CAMI,HOSPIVAC 350,22346,NO ENCONTRADO,,,,,PROPIO,BUENO,230 VA,,IM>12,,IM SEGÚN OMS
ISAIAS,19-02-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,SALA DE PROCEDIMIENTOS,U2025,Apoyo Quirúrgico,Bajo Costo,Bomba aspiración universal,,MEDIAIR,MEDIAIR,141007222,NO ENCONTRADO,,,,,PROPIO,BUENO,48W,,NO APLICA,,
ISAIAS,19-02-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,SALA DE PROCEDIMIENTOS,U2025,Mobiliario,Clínico,Camilla de transporte,,STRYKER,TRANSPORT STRETCHER,1606038035,NO ENCONTRADO,,,,,PROPIO,OPERATIVO CON PROBLEMAS,NA,,NO APLICA,,
HERMAN,19-08-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,1ER PISO REHABILITACIÓN,"SALA CÁMARA SILENTE, 2DO PISO",Apoyo Diagnóstico,Alto Costo,Equipo de potenciales evocados auditivos (eclipse ep25),Computador,INTERACOUSTICS,AFFINITY COMPACT VERSION 4,SN1007554,NO ENCONTRADO,,,,,PROPIO,BUENO,50W,,IM>12,,
ISAIAS,19-02-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,SALA DE PROCEDIMIENTOS,U2025,Apoyo Quirúrgico,Bajo Costo,Fuente de luz,,STORZ,20133120-1,624628,NO ENCONTRADO,,,,,PROPIO,BUENO,150VA,,NO APLICA,,
ISAIAS,19-02-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,SALA DE PROCEDIMIENTOS,U2025,Apoyo Quirúrgico,Bajo Costo,Fuente de luz,,STORZ,20134020,LB0646961,NO ENCONTRADO,,,,,PROPIO,BUENO,150VA,,NO APLICA,,
ISAIAS,19-02-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,SALA DE PROCEDIMIENTOS,U2025,Apoyo Quirúrgico,Bajo Costo,Fuente de luz,,STORZ,20112320,MB10403,NO ENCONTRADO,,,,,PROPIO,BUENO,150VA,,NO APLICA,,
HERMAN,15-03-2024,CDT - POLICLINICO DE PEDIATRIA,CDT 1ER PISO - POLI PEDIATRÍA,Box2,Apoyo Diagnóstico,Bajo Costo,Balanza con tallimetro,,SECA,PRECISION,5769183173690,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,15-03-2024,CDT - POLICLINICO DE PEDIATRIA,CDT 1ER PISO - POLI PEDIATRÍA,box6,Apoyo Diagnóstico,Bajo Costo,Balanza con tallimetro,,SECA,PRECISION,SIN SERIE 10,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,15-03-2024,CDT - POLICLINICO DE PEDIATRIA,CDT 1ER PISO - POLI PEDIATRÍA,Box2,Apoyo Diagnóstico,Bajo Costo,Balanza con tallimetro,,SECA,PRECISION,SIN SERIE 10,306CC1P00125130,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,15-03-2024,CDT - POLICLINICO DE PEDIATRIA,CDT 1ER PISO - POLI PEDIATRÍA,SALA PESO Y TALLA,Apoyo Diagnóstico,Bajo Costo,Balanza pediátrica,,CHARDER,MS 3500,C12030247,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,15-03-2024,CDT - POLICLINICO DE PEDIATRIA,CDT 1ER PISO - POLI PEDIATRÍA,box6,Mobiliario,Alto Costo,Monitor pani con spo2,,EDAN,M8B,301316-M13204050004-02,NO ENCONTRADO,,2013,,,PROPIO,BUENO,"1,0 - 0,5 A",,CRÍTICO,"Accesorios, Baterias",
HERMAN,15-03-2024,CDT - POLICLINICO DE PEDIATRIA,CDT 1ER PISO - POLI PEDIATRÍA,Box2,Apoyo Diagnóstico,Bajo Costo,Tallímetro,,,,Dr. Venegas Po. Ped,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
Iliam,18-06-2024,CDT - POLICLINICO DE UROLOGÍA,1ER PISO CDT,D97 ESTUDIO DE URODINAMIA,Mobiliario,Clínico,Camilla electrica,,MOBERCAS,SE - 2330 - BRG,223174002,NO ENCONTRADO,,,,,PROPIO,BUENO,200VA,,NO APLICA,,
HERMAN,07-08-2025,CDT - POLICLÍNICO GINECOLOGÍA,1ER PISO CDT,BAÑOS,,,Ecógrafo ,,GENERAL ELECTRIC,VOLUSON P8,VP8206333,,,2024,"PROYECTO ""ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTOS CAU""",,PROPIO,BUENO,,,RELEVANTE,,
