N°,AÑO,FECHA,TIPO,UNIDAD,CANTIDAD,EQUIPO,MARCA,SERIE,OBSERVACIÓN
AE-071-19,2019,14-06-2019,EQUIPO,MATERNIDAD,,01 COMPRESOR,COVIDIEN,HOSPITALIA,
AE-072-19,2019,18-06-2019,EQUIPO,CDT,,DISCO DURO,WESTER DIGITAL,WD ELEMENTS,
AE-073-19,2019,18-06-2019,EQUIPO,URGENCIA,,ELECTROCARDIOGRÁFO,COMEN,CM300,
AE-074-19,2019,18-06-2019,EQUIPO,UPC,,COMPUTADOR,DELL,DCNE1F,
AE-074-19,2019,18-06-2019,EQUIPO,UPC,,IMPRESORA,HP,CE495A,
AE-074-19,2019,18-06-2019,EQUIPO,UPC,,CONTROLADOR,CADWELL,EASY II POWER,
AE-074-19,2019,18-06-2019,EQUIPO,UPC,,ESTIMULADOR LUMÍNICO,CADWELL,EASY II FLASH STIM,
AE-075-19,2019,18-06-2019,EQUIPO,UPC,,CONSOLA EEG,CADWELL,EASY 2 AMPLIFIER,
AE-076-19,2019,19-06-2019,EQUIPO,UCE,,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,ARQUIMED,
AE-077-19,2019,24-06-2019,EQUIPO,ENDOSCOPIA,,01 VIDEOCOLONOSCOPIO,FUJINON,ZEPEDA,
AE-078-19,2019,01-07-2019,EQUIPAMIENTO,PABELLÓN,,ADAPTADOR DE SIERRA SAGITAL,SYNTHES,JOHSON & JOHSON,
AE-079-19,2019,03-07-2019,EQUIPO,URGENCIA,,MONITOR MULTIPARÁMETROS,PHLIPS,EFFICIA CM100,
AE-080-19,2019,03-07-2019,EQUIPO,CDT - ENDOSCOPIA,,VIDEOPANENDOSCOPIO,FUJIFILM,EG-530FP,
AE-081-19,2019,12-07-2019,EQUIPO,GINECOLOGÍA Y OBSTETRICIA,,SCRENING AUDITIVO ANTIGUO,GSI,AUDITRÓN,
AE-082-19,2019,18-07-2019,EQUIPO,PEDIATRÍA,,03 BOMBAS DE INFUSIÓN,HOSPIRA,ICUMEDICAL,
AE-083-19,2019,24-07-2019,EQUIPO,NEONATOLOGÍA,,"FLUJÓMETRO DE OXÍGENO DE 0-1,5 L/MIN",TECHNOLOGIE MEDICAL,,
AE-084-19,2019,24-07-2019,EQUIPO,UCE,,REGULADOR DE PRESIÓN DE OXÍGENO,HARRIS,NA,
AE-085-19,2019,25-07-2019,ACCESORIO,IMAGENOLOGÍA,,01 SILLA DE ESCRITORIO TRABAJO,NA,NA,
AE-085-19,2019,25-07-2019,ACCESORIO,IMAGENOLOGÍA,,01 SILLA DE CAJERO BOLOGNA,NA,NA,
AE-085-19,2019,25-07-2019,ACCESORIO,IMAGENOLOGÍA,,02 DELANTAL PLOMADO TALLA M,NA,NA,
AE-085-19,2019,25-07-2019,ACCESORIO,IMAGENOLOGÍA,,01 DELANTAL PLOMADO TALLA L,NA,NA,
AE-085-19,2019,25-07-2019,ACCESORIO,IMAGENOLOGÍA,,03 COLLAR PROTECTOR TIROIDES,NA,NA,
AE-085-19,2019,25-07-2019,ACCESORIO,IMAGENOLOGÍA,,03 PROTECTOR GONADALES,NA,NA,
AE-085-19,2019,25-07-2019,ACCESORIO,IMAGENOLOGÍA,,01 KIT DE POSICIONADORES (INCLUYE 5 PIEZAS),NA,NA,
AE-085-19,2019,25-07-2019,ACCESORIO,IMAGENOLOGÍA,,01 POSICIONADOR PARA CABEZA,NA,NA,
AE-086-19,2019,01-08-2019,EQUIPO,URGENCIA,,02 BOMBAS DE INFUSIÓN,HOSPIRA,ICUMEDICAL,
AE-087-19,2019,12-08-2019,EQUIPO,PABELLÓN,,GENERADOR DE ELECTROCIRUGÍA DE LA TORRE OLYMPUS,OLYMPUS,,
AE-088-19,2019,16-08-2019,EQUIPO,HEMODIÁLISIS,,06 MONITORES DE HEMODIÁLIS,FRESENIUS MEDICAL,PENTAFARMA,
AE-101-19 A,2019,26-08-2019,EQUIPO,CDT - TOMA DE MUESTRA,,MONITOR MULTIPARÁMETROS,NORTHTHER,,
AE-089-19,2019,12-09-2019,EQUIPO,ANATOMÍA PATOLÓGICA,,CUBRIDOR DE LÁMINAS,LEICA,6014,
AE-090-19,2019,12-09-2019,EQUIPO,ANATOMÍA PATOLÓGICA,,TINCIONADOR DE LÁMINAS,LEICA,3139,
AE-091-19,2019,26-09-2019,EQUIPO,UPC,,06 BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-092-19,2019,27-09-2019,EQUIPO,PABELLÓN ,,BASE PRIMEA ORCHESTRA,FRESENIUS KABI,21183061,
AE-093-19,2019,30-09-2019,ACCESORIO,PABELLÓN,,01 CONTROL REMOTO ALÁMBRICO,TRUMPF MEDICAL ,,
AE-094-19,2019,01-10-2019,ACCESORIO,PABELLÓN,,"01 AGUJA PROCLEAN CURVO IZQUIERDO, MANGO AXIAL 5",RUDOLF,,
AE-094-19,2019,01-10-2019,ACCESORIO,PABELLÓN,,02 MANGOS DE CLIPERA P/PONER CLIPS,RUDOLF,,
AE-094-19,2019,01-10-2019,ACCESORIO,PABELLÓN,,01 TUBO SOLO AISLADO 5MM-33CM,RUDOLF,,
AE-094-19,2019,01-10-2019,ACCESORIO,PABELLÓN,,"01 INSERTO PZA. ENDOCLINCH 5,0MM-33CMS",RUDOLF,,
AE-094-19,2019,01-10-2019,ACCESORIO,PABELLÓN,,02 MANGO PLÁSTICO C/CREMALLERA,RUDOLF,,
AE-095-19,2019,11-10-2019,ACCESORIO,PEDIATRÍA,,01 FRASCO DE ASPIRACIÓN,MEDIMAXKOREA,,
AE-096-19,2019,18-10-2019,ACCESORIO,URGENCIA,,CABLE ELECTROCARDIOGRAMA PARA ELECTROCARDIÓGRAFO,SHENZEN BEST ELECTRONICS CO. LTD,,
AE-097-19,2019,25-10-2019,EQUIPO,CDT - ENDOSCOPIA,,VIDEOCOLONOSCOPIO,FUJINON,ZEPEDA,
AE-098-19,2019,22/11/2019,EQUIPO,PABELLÓN,,01 SISTEMA DE MONITORIZACIÓN ,MÁSSIMO,,
AE-098-19,2019,22-11-2019,EQUIPO,PABELLÓN,,01 MÓDULO SEDLINE ROOT,MÁSSIMO,,
AE-099-19,2019,26-11-2019,EQUIPO,MEDICINA NUCLEAR,,DESFIBRILADOR,NIHON KOHDEN,,
AE-100-19,2019,29-11-2019,EQUIPO,PABELLÓN,,ECÓGRAFO PORTÁTIL,MINDRAY,,
AE-101-19 B,2019,29-11-2019,EQUIPAMIENTO,NEONATOLOGÍA,,RESUCITADOR MANUAL,AMBU,,
AE-102-19,2019,10-12-2019,EQUIPO,OTORRINO,,IMPEDANCIOMETRO,INTERACOUSTICS,GAES,
AE-103-19,2019,10-12-2019,ACCESORIO,PABELLÓN,,02 CABLES DE SENSOR SEDLINE,MASIMO,PV EQUIP,
AE-104-19,2019,12-12-2019,EQUIPO,PABELLÓN,,DERMÁTOMO,AESCULAP,B BRAUN,
AE-105-19,2019,17-12-2019,EQUIPO,DENTAL,,PUNTA METÁLICA + VARIAS COSAS,EHROS / WOOD PECKER ,,
AE-106-19,2019,20-12-2019,ACCESORIOS,ESTERILIZACIÓN,,39 CAJAS DE FILTROS,MEDICON,MDA,
AE-107-19,2019,20-12-2019,EQUIPO,NEONATOLOGÍA,,02 BOMBAS DE INFUSIÓN,,,
AE-108-19,2019,23-12-2019,ACCESORIOS,ANATOMÍA PATOLÓGICA,,01 MANUAL DEL PROCESADOR Y 01 PENDRIVE,,,
AE-109-19,2019,23-12-2019,ACCESORIOS,OFTALMOLOGÍA,,"02 MANUALES, TONÓMETRO DE NO CONTACTO Y AUTO-QUERATOREFRACTÓMETRO",OFTOMED,,
AE-110-19,2019,30-12-2019,EQUIPO,UPC,,FIBROBRONCOSCOPIO,FUJIFILM,ZEPEDA,
AE-001-20,2020,13-01-2020,ACCESORIOS,Monitor Multiparámetro Transporte,PHILIPS,MX100,,,
AE-002-20,2020,21-01-2020,ACCESORIOS,Monitor Multiparámetros de Mediana Complejidad,PHILIPS,EFFICIA CM120,END-004-18,CN54507574,
AE-003-20,2020,23-01-2020,EQUIPO,Monitor Multiparámetros de Mediana Complejidad,PHILIPS,EFFICIA CM120,PQA-013-18,CN54507575,
AE-004-20,2020,30-01-2020,EQUIPO,Monitor Multiparámetros de Mediana Complejidad,PHILIPS,EFFICIA CM120,PQA-014-18,CN54507577,
AE-005-20,2020,31-01-2020,ACCESORIOS,Monitor Multiparámetros de Mediana Complejidad,PHILIPS,EFFICIA CM120,PQA-015-18,CN54507579,
AE-007-20,2020,03-02-2020,EQUIPO,Monitor Multiparámetros de Mediana Complejidad,PHILIPS,EFFICIA CM120,PQA-017-18,CN54507582,
AE-008-20,2020,06-02-2020,EQUIPO,Monitor Multiparámetros de Mediana Complejidad,PHILIPS,EFFICIA CM120,PQA-018-18,CN54507583,
AE-006-20,2020,10-02-2020,ACCESORIOS,Monitor Multiparámetros de Mediana Complejidad,PHILIPS,EFFICIA CM120,PQA-016-18,CN54507581,
AE-009-20,2020,11-02-2020,INDUCCIÓN,NA,,TABLAS DE TRANSFERENCIA DE PACIENTES,NA,NA,
AE-010-20,2020,12-02-2020,EQUIPO,BLOQUE QUIRÚRGICO,,01 BOMBA DE INFUSIÓN,HOSPIRA,,
AE-011-20,2020,13-02-2020,ACCESORIOS,NEUROLOGÍA,,03 FLUJÓMETROS DE AIRE Y OXÍGENO HUMIDIFICADOR Y 01 UNIDAD SUCCIÓN,C&U,,
AE-012-20,2020,14-02-2020,EQUIPO,NEUROLOGÍA,,01 FLUJÓMETRO AIRE CON HUMIDIFICADOR Y 1 DE OXÍGENO,C&U,,
AE-013-20,2020,14-02-2020,EQUIPO,NEUROLOGÍA,,01 FLUJÓMETRO DE AIRE CON HUMIDIFICADOR Y 04 FRASCOS HUMIDIFICADORES,,,
AE-014-20,2020,17-02-2020,ACCESORIOS,NEUROLOGÍA,,01 CABLE DE INTERFASE PARA LED PHOTIC STIMULADOR,XLTEC,,
AE-015-20,2020,26-02-2020,ACCESORIOS,ENDOSCOPIA,,"01 REGULADOR DE OXÍGENO, 01 FRASCO HUMIDIFCADOR",NA,,
AE-016-20,2020,28-02-2020,EQUIPO,PARTO,,01 MONITOR DESFIBRILADOR,,,
AE-017-20,2020,03-03-2020,ACCESORIOS,PABELLÓN,,01 ÓPTICA HOPKINS ll DE 30º,,,
AE-017-20,2020,03-03-2020,ACCESORIOS,PABELLÓN,,01 VAINA ARTROSCOPIO,,,
AE-017-20,2020,03-03-2020,ACCESORIOS,PABELLÓN,,01 OBTURADOR ROMO,,,
AE-017-20,2020,03-03-2020,ACCESORIOS,PABELLÓN,,01 RECIPIENTE DE PLÁSTICO PARA ESTERILIZACIÓN,STORZ,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,05 MANGUERA PANI,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,08 BRAZALETE PANI ADULTO XL,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,08 BRAZALETE PANI ADULTO ESTÁNDAR,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,08 BRAZALETE PANI PEDIÁTRICO,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,05 BRAZALETE PANI INFANTE,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,"03 CONEXIÓN O MANGUERA TIPO ""Y""",UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,02 CABLE TRONCAL OXIMETRÍA G.E,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,02 SENSOR DE OXIMETRÍA G.E,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS ,PABELLÓN,,08 CONECTOR N.K SIN JUNTA TÓRICA,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,15 CONECTOR N.K CON JUNTA TÓRICA,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,10 CONECTOR BAYONETA HEMBRA,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,20 CONECTOR BAYONETA MACHO,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,05 SENSORES DE OXIMETRÍA DRAGER ,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,05 CABLE MULTIMED DRAGER,UNIMED,,
AE-018-20,2020,13-03-2020,ACCESORIOS,PABELLÓN,,05 CABLE ECG DRAGER 3 DERIVADAS,UNIMED,,
AE-019-20,2020,17-03-2020,ACCESORIO,PENSIONADO,,02 BANDA ELÁSTICA TRANSDUCTOR FETAL,G.E,,
AE-020-20,2020,18-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),,06 MONITORES MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,,
AE-020-20,2020,18-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),1,MONITOR DESFIBRILADOR,PHILIPS,,
AE-020-20,2020,18-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),1,CARRO PARO,ARTROMICK,,
AE-020-20,2020,18-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),1,MONITOR MULTIPARÁMETROS,PHILIPS,,
AE-020-20,2020,18-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),2,MÓDULOS DE SIGNOS VITALES,PHILIPS,,
AE-021-20,2020,19-03-2020,EQUIPAMIENTO,PABELLÓN,1,CONTENEDOR PARA CAJA DE RECOSTRUCCION DE CADENA OCICULAR DE OTORRINO,WAGNER,,
AE-022-20,2020,19-03-2020,EQUIPAMIENTO,PABELLÓN,1,ADAPTADOR DE SIERRA DE LA CAJA MOTOR 4,SYNTHES,,
AE-023-20,2020,20-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),1,MONITOR MULTIPARÁMETROS,PHILIPS,,
AE-023-20,2020,20-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),1,MONITOR MULTIPARÁMETROS,PHILIPS,,
AE-023-20,2020,20-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),1,MÓDULO,PHILIPS,,
AE-023-20,2020,20-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),1,MÓDULO,PHILIPS,,
AE-024-20,2020,20-03-2020,EQUIPO,UCE (4ºPISO ALA SUR),10,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-025-20 (A),2020,25-03-2020,ACCESORIOS,UPC,4,"FLUJÓMETROS AIRE, 4 FLUJÓMETROS OXÍGENO Y 4 UNIDAD DE SUCCIÓN",C&U,,
AE-025-20 (B),2020,30-03-2020,EQUIPO,POLI CLÍNICO CARDIOLOGÍA,,HOLTER ECG,SCHILLER,,
AE-026-20,2020,30-03-2020,EQUIPO,POLI CLÍNICO OTORRINO,,IMPEDANCIOMETRO,INTERACOUSTICS,,
AE-027-20,2020,01-04-2020,ACCESORIOS,PEDIATRÍA,4,"MANGUITOS PRESIÓN ARTERIAL GRANDE, 6 MEDIANOS, 6 CHICOS",ICUMED,,
AE-027-20,2020,01-04-2020,ACCESORIOS,PEDIATRÍA,1,"SENSOR SATURÓMETRO CHICO, 3 MEDIANO Y 7 GRANDE",ICUMED,,
AE-028-20,2020,01-04-2020,EQUIPO,UCE ,,MONITOR MULTIPARÁMETROS,NIHON KOHDEN,,
AE-029-20,2020,07-04-2020,EQUIPO,UCE,14,"BOMBAS DE INFUSIÓN, 8 FLUJÓMETROS + FRASCOS Y 3 UNIDADES DE SUCCIÓN",HOSPIRA / C&U,,
AE-030-20,2020,08-04-2020,EQUIPO,URGENCIA NO RESPIRATORIA,4,BOMBAS DE INFUSIÓN Y 2 MONITORES MULTIPARÁMETROS DE BAJA COMPLEJIDAD,HOSPIRA / PHILIPS,,
AE-031-20,2020,08-04-2020,EQUIPO,MEDICINA,4,BOMBAS DE INFUSIÓN Y 2 MONITORES MULTIPARÁMETROS DE MEDIANA COMPLEJIDAD,HOSPIRA / GE,,
AE-032-20,2020,15-04-2020,EQUIPO,UPC,14,"BOMBAS INFUSIÓN, 4 FONENDOSCOPIOS, 4 OXÍMETROS PULSO PORTÁTIL, 1 CÁPSULA ","HOSPIRA, LITTMANN, CHOICE ELECTRONIC, NA",,
AE-033-20,2020,15-04-2020,EQUIPO,PABELLÓN,1,GENERADOR DE ELECTROCIRUGÍA,VALLLEYLAB,MEDTRONIC,
AE-034-20,2020,20-04-2020,EQUIPO,UPC,1,FIBROBRONCOSPIO,FUJIFILM,ZEPEDA,
AE-035-20,2020,30-04-2020,EQUIPO,URGENCIA RESPIRATORIA,1,TERMÓMETRO INFRARROJO,JUMPER,,
AE-035-20,2020,30-04-2020,EQUIPO,URGENCIA NO RESPIRATORIA,1,TERMÓMETRO INFRARROJO,JUMPER,,
AE-035-20,2020,30-04-2020,EQUIPO,UPC,2,TERMÓMETROS INFRARROJO,JUMPER,,
AE-035-20,2020,30-04-2020,EQUIPO,UCE,2,TERMÓMETROS INFRARROJOS,JUMPER,,
AE-035-20,2020,30-04-2020,EQUIPO,MEDICINA,1,TERMÓMETRO INFRARROJO,JUMPER,,
AE-035-20,2020,30-04-2020,EQUIPO,BLOQUE QUIRÚRGICO,1,TERMÓMETRO INFRARROJO,JUMPER,,
AE-035-20,2020,30-04-2020,EQUIPO,PEDIATRÍA,1,TERMÓMETRO INFRARROJO,JUMPER,,
AE-036-20,2020,04-05-2020,EQUIPO,PREVENCIÓN DE RIESGOS,8,TERMÓMETROS INFRARROJOS,JUMPER,,
AE-037-20,2020,04-05-2020,EQUIPO,PABELLÓN,,PIEZA DE MANO,SWISS LITHOCLAST,,
AE-038-20,2020,05-05-2020,EQUIPO,HOSPITALIZACION DOMICILIARIA,2,TERMÓMETROS INFRARROJOS,JUMPER,,
AE-039-20,2020,05-05-2020,EQUIPO,SUBDIRECCIÓN MATRONERÍA,4,TERMÓMETROS INFRARROJOS,JUMPER,,
AE-040-20,2020,05-05-2020,ACCESORIO,URGENCIA RESPIRATORIA,,01 CABLE ECG,COMED,,
AE-041-20,2020,06-05-2020,ACCESORIO,PABELLÓN,,ADAPTADOR DE ANCLAJE RÁPIDO,SYNTHES,,
AE-042-20,2020,07-05-2020,ACCESORIO,UCE,3,CABLE PARA TRANSDUCTOR DE PRESIÓN INVASIVA,ICUMEDICAL,,
AE-043-20,2020,07-05-2020,EQUIPO,HEMODIÁLISIS,1,TERMOMÉTRO INFRARROJOS,JUMPER,,
AE-044-20,2020,11-05-2020,ACCESORIOS,PABELLÓN AMBULATORIO,4,TAPAS DE CONTENEDOR DE LAS CAJAS DE OTORRINOLARINGOLOGÍA CIRUGÍA MENOR,MEDICON,,
AE-045-20,2020,13-05-2020,ACCESORIO,PABELLÓN,1,MALETA PARA TRANSDUCTOR,DATAMEDICA,,
AE-046-20,2020,20-05-2020,ACCESORIOS,PERSONA NATURAL ERICK PARRA,10,ROLLOS DE FILAMENTOS,,,
AE-047-20,2020,27-05-2020,EQUIPO,PABELLÓN AMBULATORIO,2,MÓDULOS SCIO,DRAGER,,
AE-048-20,2020,28-05-2020,EQUIPO,CDT-ENDOSCOPIA,1,VIDEOPANENDOSCOPIO,FUJFILM,,
AE-049-20,2020,01-06-2020,EQUIPO,URGENCIA,1,VENTILADOR MECÁNICO NO INVASIVO,PHILIPS,,
AE-050-20,2020,01-06-2020,EQUIPO,UCE-UTI PROVISORIA,1,VENTILADOR MECÁNICO NO INVASIVO,PHILIPS,,
AE-051-20,2020,02-06-2020,EQUIPO,UCE-UTI PROVISORIA,2,VETILADORES MECÁNICOS NO INVASIVOS,LOWENSTEIN VENT 40,,
AE-052-20,2020,05-06-2020,ACCESORIOS,IMAGENOLOGÍA,5,"ADHESIVOS ""ACCESO RESTRINGIDO""",NA,,
AE-053-20,2020,08-06-2020,EQUIPO,CDT - ENDOSCOPIA,1,VIDEODUODENOSCOPIO,ZEPEDA,,
AE-054-20,2020,08-06-2020,EQUIPO,CDT - ENDOSCOPIA,1,VIDEOPANENDOSCOPIO,ZEPEDA,,
AE-055-20,2020,09-06-2020,EQUIPO,UPC,2,VENTILADOR MECÁNICO NO INVASIVO,,,
AE-056-20,2020,11-06-2020,EQUIPO,CDT-ENDOSCOPIA,1,VIDEODUODENOSCOPIO,ZEPEDA,,
AE-057-20,2020,11-06-2020,EQUIPO,PABELLÓN,,ÓPTICA 30º,REICH,,
AE-058-20,2020,11-06-2020,EQUIPO,UPC,,FIBROBRONCOSCOPIO,ZEPEDA,,
AE-059-20,2020,17-06-2020,EQUIPO,UPC,2,BOMBAS DE INFUSIÓN ,ICUMEDICAL,,
AE-060-20,2020,22-06-2020,EQUIPO,UPC,2,CASCO PARA VENTILACIÓN NO INVASIVA VNI / CPAP,PULSAR MEDICAL,,
AE-061-20,2020,22-06-2020,EQUIPO,UCE,2,CASCO PARA VENTILACIÓN NO INVASIVA VNI / CPAP,PULSAR MEDICAL,,
AE-062-20,2020,22-06-2020,EQUIPO,URGENCIA RESPIRATORIA,1,CASCO PARA VENTILACIÓN NO INVASIVA VNI / CPAP,PULSAR MEDICAL,,
AE-063-20,2020,24-06-2020,EQUIPO,UCE (UTI TRANSITORIA),1,CASCO PARA VENTILACIÓN NO INVASIVA VNI / CPAP,PULSAR MEDICAL,,
AE-064-20,2020,24-06-2020,EQUIPO,UCE (UTI TRANSITORIA),1,VENTILADOR DE TRANSPORTE,COMERCIAL KENDALL CHILE LTDA.,,
AE-065-20,2020,24-06-2020,EQUIPO,UCE (UTI TRANSITORIA),3,EQUIPOS DE OXÍGENO TERAPIA DE ALTO FLUJO,MEDIPLEX,,
AE-066-20,2020,24-06-2020,EQUIPO,UPC,2,EQUIPOS DE OXÍGENO TERAPIA DE ALTO FLUJO,MEDIPLEX,,
AE-067-20,2020,24-06-2020,EQUIPO,UCE (UTI TRANSITORIA),2,VENTILADORES MECÁNICO NO INVASIVO ,,,
AE-068-20,2020,24-06-2020,BULTO,EMPRESA CANDELARIA,,"SE ENTREGA BULTO CERRADO CON LAS GD Nº 940854, 940855 Y 940856",,,
AE-069-20,2020,30-06-2020,ACCESORIO,OTORRINO,,PINZA PARA COLUMENA,,,
AE-070-20,2020,01-07-2020,ACCESORIO,UCE,1,CASCO RESPIRATORIO VNI,,,
AE-071-20,2020,02-07-2020,EQUIPO,UCE (UTI TRANSITORIA),16,MONITORES MULTIPARÁMETROS,,,
AE-072-20,2020,02-07-2020,EQUIPO,UPC,1,EQUIPOS DE OXÍGENO TERAPIA DE ALTO FLUJO,MEDIPLEX,,
AE-073-20,2020,02-07-2020,EQUIPO,UCE (UTI TRANSITORIA),4,EQUIPOS DE OXÍGENO TERAPIA DE ALTO FLUJO,MEDIPLEX,,
AE-074-20,2020,09-07-2020,EQUIPO,AVERCLARO,,FACOEMULSIFICADOR,SE LO LLEVÓ LA EMPRESA AVERCLARO,,
AE-075-20,2020,10-07-2020,EQUIPO,UPC,6,VENTILADORES MECÁNICOS INVASIVOS,MINSAL,,
AE-076-20,2020,14-07-2020,EQUIPO,UPC,4,EQUIPOS DE OXÍGENO TERAPIA DE ALTO FLUJO,,,
AE-077-20,2020,14-07-2020,EQUIPO,DENTAL,1,TERMÓMETRO INFLARROJO,PENRUI,,
AE-078-20,2020,20-07-2020,EQUIPO,IMAGENOLOGÍA,,TRANSDUCTOR ECOTOMÓGRAFO EPIC 5,PHILIPS,,
AE-079-20,2020,20-07-2020,EQUIPO,PABELLÓN,2,CONTROL REMOTO ALÁMBRICO,TRUMPF MEDICAL,,
AE-080-20,2020,22-07-2020,EQUIPO,UPC,1,VENTILADOR MECÁNICO DE TRANSPORTE,WEINMANN,,
AE-082-20,2020,31-07-2020,EQUIPO,OBSTETRICIA Y GINECOLOGÍA,2,TERMÓMETROS INFRARROJOS,PENRUI,,
AE-083-20,2020,07-08-2020,EQUIPO,TRAUMATOLOGÍA,1,TERMÓMETRO INFRARROJO,PENRUI,,
AE-084-20,2020,07-08-2020,EQUIPO,SALUD MENTAL,1,TERMÓMETRO INFRARROJO,PENRUI,,
AE-085-20,2020,07-08-2020,EQUIPO,PABELLÓN,1,TERMÓMETRO INFRARROJO,PENRUI,,
AE-086-20,2020,07-08-2020,EQUIPO,NEUROLOGÍA,1,TERMÓMETRO INFRARROJO,PENRUI,,
AE-087-20,2020,07-08-2020,ACCESORIO,UCE,1,KIT DE CABLES ECG PARA ECOCARDIÓGRAFO,GE,,
AE-088-20,2020,07-08-2020,EQUIPO,PABELLÓN,1,MANDRIL,SYNTHES,,
AE-089-20,2020,12-08-2020,EQUIPO,ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,ZEPEDA,,
AE-081-20,2020,19-08-2020,EQUIPO,OTORRINOLARINGOLOGÍA,,CONTENEDOR MICROSTOP,STORZ,,
AE-091-20,2020,19-08-2020,EQUIPO,UPC,3,EQUIPOS DE TERAPIA ALTO FLUJO DE OXÍGENO,,,
AE-092-20,2020,19-08-2020,ACCESORIO,ENDOSCOPIA,,ETO-CAP,,,
AE-093-20,2020,24-08-2020,EQUIPO,UCE,10,10 MONITORES MULTIPARAMETROS,ARQUIMED,,
AE-094-20,2020,25-08-2020,EQUIPO,ENDOSCOPIA,1,1 VIDEOBRONCOSCOPIO ADULTO SN 1B083K206,ZEPEDA,,
AE-095-20,2020,25-08-2020,EQUIPO,ENDOSCOPIA,1,1 VIDEOBRONCOSCOPIO ADULTO SN 1C667K065,ZEPEDA,,
AE-096-20,2020,25-08-2020,EQUIPO,BLOQUE MÉDICO,2,BOMBAS DE INFUSIÓN,ICUMEDICAL,,
AE-097-20,2020,26-08-2020,EQUIPO,PABELLÓN,,ADAPTADOR ANCLAJE RÁPIDO Y MANDRIL VELOCIDAD-FRESADO,JOHNSON&JOHNSON,,
AE-098-20,2020,28-08-2020,EQUIPO,BLOQUE MÉDICO,6,MONITORES MULTIPARÁMETROS,,,
AE-099-20,2020,01-09-2020,EQUIPO,ENDOSCOPIA,,VIDEODUODENOSCOPIO,ZEPEDA,,
AE-100-20,2020,07-09-2020,EQUIPO,PABELLÓN,2,MONITORES MULTIPARÁMETROS DE ALTA COMPLEJIDAD,,,
AE-101-20,2020,08-09-2020,EQUIPO,HEMODIÁLISIS,1,MONITOR MULTIPARÁMETROS DE MEDIANA COMPLEJIDAD,,,
AE-102-20,2020,08-09-2020,EQUIPO,BLOQUE MÉDICO,1,MONITOR MULTIPARÁMETROS,BLUEMEDICAL,,
AE-103-20,2020,10-09-2020,EQUIPO,UCE,2,MÓDULOS DE GASTOCARDIACO,,,
AE-104-20,2020,15-09-2020,EQUIPO,UPC,2,BASES CALEFACTORAS,HAMILTON MEDICAL,,
AE-105-20,2020,21-09-2020,EQUIPO,ENDOSCOPIA,,VIDEOPANENDOSCOPIO (SN 2G374K420),ZEPEDA,,
AE-106-20,2020,21-09-2020,EQUIPO,ENDOSCOPIA,,VIDEOPANENDOSCOPIO (SN 1G349K108),ZEPEDA,,
AE-107-20,2020,23-09-2020,ACCESORIOS,SSGG,,INSUMOS DE ASEO PARA BAÑO EDIFIO R DE OPERACIONES,,,
AE-090-20,2020,28-09-2020,EQUIPO,ABASTECIMIENTO,1,TERMÓMETRO INFRARROJO,PENRUI,,
AE-108-20,2020,30-09-2020,EQUIPO,PABELLÓN,,CONTROL DE MESA QUIRÚRGICA,TRUMPF,,
AE-109-20,2020,05-10-2020,EQUIPO,PABELLÓN (UROLOGÍA),,ELEMENTO DE TRABAJO BIPOLAR,STORZ,,
AE-110-20,2020,06-10-2020,EQUIPO,PABELLÓN,,MÁQUINA DE ANESTESIA,DRAGER,,
